"id","name","tag_id","periodo","descripcion","marca","ean","codigo_ref_proveedor","proveedor","trazabilidad_levantamiento","actor_relevante","origen","eye","raee","pilas","neumaticos","baterias","aceite_y_lubrcante","textil","stage_id"
"__export__.x_productos_476_3235b2db","20456072","P2021,P2022,P2023","2021,2022,2023","BIKINI RODA","CHEROKEE","2200204560722","65338","WIDEASIA INTERNATIONAL CORP.","VESTUARIO/WIDEASIA INTERNATIONAL CORP.","Litzi Gordils","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_490_7f57e263","20456092","P2021,P2022,P2023","2021,2022,2023","PACK 3 CALCETIN DAMA","ALLBASICS","2200204560920","41912","WUXI GLORY TRADINGCO.,LTD","VESTUARIO/WUXI GLORY TRADINGCO.,LTD","Litzi Gordils","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_511_fea7a94c","20456129","P2021,P2022,P2023","2021,2022,2023","PACK 3 MEDIA NO","ALLBASICS","2200204561293","41912","WUXI GLORY TRADINGCO.,LTD","VESTUARIO/WUXI GLORY TRADINGCO.,LTD","Litzi Gordils","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_517_cd928570","20456135","P2021,P2022,P2023","2021,2022,2023","PACK 5 MEDIA DIEÑO NO (2-8)","ALLBASICS","2200204561354","41912","WUXI GLORY TRADINGCO.,LTD","VESTUARIO/WUXI GLORY TRADINGCO.,LTD","Litzi Gordils","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_536_92cbeaf6","20456158","P2021,P2022,P2023","2021,2022,2023","PACK 3 BIKINI DAMA","ALLBASICS","2200204561583","65599","XIAMEN JINMAO LOGISTICS CO.,LTD","VESTUARIO/XIAMEN JINMAO LOGISTICS CO.,LTD","Litzi Gordils","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_588_06573734","20469048","P2021,P2022,P2023","2021,2022,2023","PACK 3 SLIP","ALLBASICS","2200204690481","1000131511","1010 SAC","VESTUARIO/1010 SAC","Litzi Gordils","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_1395_824525e4","20406796","P2021,P2023","2021,2023","(D)CAJA DE HERRAMIENTAS 8PZS","HOMPOWER MAISON","2200204067962","","REDFIELD GROUP CO. LTD.","FERR-LIB-AUT/REDFIELD GROUP CO. LTD.","Kattya Silva","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_1435_ac1ad623","20455589","P2021,P2022,P2023","2021,2022,2023","PR SET 2 CORRECTOR CINTA OFISCOOL 2021","OFISCOOL","2200204555896","","REDFIELD GROUP CO. LTD.","FERR-LIB-AUT/REDFIELD GROUP CO. LTD.","Kattya Silva","IMPORTADO","True","","","","","","True","Completado"
"__export__.x_productos_1526_c32ccbd8","20456462","P2021,P2022,P2023","2021,2022,2023","MPR SET ESCOLAR 6 PIEZAS DESTACADOR 2021","OFISCOOL","2200204564621","","REDFIELD GROUP CO. LTD.","FERR-LIB-AUT/REDFIELD GROUP CO. LTD.","Kattya Silva","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_1607_300870e1","20439166","P2021,P2023","2021,2023","CUAD. COLLEGE OFISCOOL 80 HJS 7 MM MMPP","OFISCOOL","7807265097492","","COMERCIAL E INDUSTRIAL LIBESA LIMITADA","FERR-LIB-AUT/COMERCIAL E INDUSTRIAL LIBESA LIMITADA","Kattya Silva","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_1608_2ab49606","20439167","P2021,P2023","2021,2023","CUAD. UNIVERSITARIO OFISCOOL ESP DOBLE MMPP","OFISCOOL","7807265097478","","COMERCIAL E INDUSTRIAL LIBESA LIMITADA","FERR-LIB-AUT/COMERCIAL E INDUSTRIAL LIBESA LIMITADA","Kattya Silva","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_1613_5c3276ac","20459427","P2021,P2023","2021,2023","CUAD. TOP OFISCOOL 7 MM 120 HJ MMPP","OFISCOOL","7807265100123","","COMERCIAL E INDUSTRIAL LIBESA LIMITADA","FERR-LIB-AUT/COMERCIAL E INDUSTRIAL LIBESA LIMITADA","Kattya Silva","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_1619_85379f34","20399087","P2021,P2023","2021,2023","(D)3 LAPICES METALICOS BRUSH LETTERING","OFISCOOL","7807265084980","","COMERCIAL E INDUSTRIAL LIBESA LIMITADA","FERR-LIB-AUT/COMERCIAL E INDUSTRIAL LIBESA LIMITADA","Kattya Silva","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_2011_0ecaac45","20424791","P2021,P2023","2021,2023","(D)SMART TV 50"" UHD 4K LT-50KB585 JVC","JVC","46838079535","LT-50KB585","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","True","Completado"
"__export__.x_productos_2012_6ff663f4","20453467","P2021,P2022,P2023","2021,2022,2023","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","JVC","46838001260","LT-55KB607","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","","Completado"
"__export__.x_productos_2016_4a6f8873","20495278","P2021,P2023","2021,2023","(D)SMART TV 65"" 4K UHD ANDROID TV LT-65KB608 JVC","JVC","2200204952787","LT-65KB608","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","","Completado"
"__export__.x_productos_2018_46200711","20548325","P2021,P2022,P2023","2021,2022,2023","SMART TV 32"" HD ANDROID LT-32KB218 JVC","JVC","46838003172","LT-32KB218","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","","Completado"
"__export__.x_productos_2019_31b3243a","20484877","P2021,P2022,P2023","2021,2022,2023","SMART TV 32"" HD ANDROID TV LT-32KB208 JVC","JVC","46838002090","LT-32KB208","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","","Completado"
"__export__.x_productos_2020_f744e2d3","20453470","P2021,P2022,P2023","2021,2022,2023","SMART TV 40"" FHD ANDROID TV LT-40KB308 JVC","JVC","46838001482","LT-40KB308","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","","Completado"
"__export__.x_productos_2022_08444eda","20484876","P2021,P2022,P2023","2021,2022,2023","SMART TV 50"" UHD ANDROID TV LT-50KB608 JVC","JVC","46838002182","LT-50KB608","GRUPO KAYVE S.A.","ELECTRO/GRUPO KAYVE S.A.","Cristian Cerda Poduje","IMPORTADO","True","True","True","","","","","Completado"
"__export__.x_productos_2095_57d92d5d","20334602","P2021,P2022,P2023","2021,2022,2023","(D)PLANCHA A VAPOR RP-2000C RECCO","RECCO","2998804630784","RP-2000C","CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","ELECTRO/CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","Juan Carlos Segovia","IMPORTADO","True","True","","","","","","Completado"
"__export__.x_productos_2096_60641c73","20426254","P2021,P2022,P2023","2021,2022,2023","PLANCHA A VAPOR RPV-STIRO1500 RECCO","RECCO","2200204262541","RPV-STIRO1500","CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","ELECTRO/CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","Juan Carlos Segovia","IMPORTADO","True","True","","","","","","Completado"
"__export__.x_productos_2102_d947d8ea","20334601","P2021,P2022,P2023","2021,2022,2023","SANDWICHERA RSA-6150 NEG RECCO","RECCO","2998806982584","RSA-6150","CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","ELECTRO/CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","Juan Carlos Segovia","IMPORTADO","True","True","","","","","True","Completado"
"__export__.x_productos_2105_9b4174cd","20439392","P2021,P2022,P2023","2021,2022,2023","SANDWICHERA 3 EN 1 WSM-BRATEN3 NEG WURDEN","WURDEN","2998818055818","WSM-BRATEN3","CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","ELECTRO/CUORI ELECTRICAL APPLIANCES(GROUP).,LTD","Juan Carlos Segovia","IMPORTADO","True","True","","","","","","Completado"
"__export__.x_productos_60771_f1231603","400015","P2021,P2023","2021,2023","ACEITE OLIVA EXTRA VIRGEN CARB.500 ML.","CARBONELL","","","DEOLEO S.A","MMPP/DEOLEO S.A","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60785_0c5c2203","20060450","P2021,P2022,P2023","2021,2022,2023","BOMBONES CHOCOLATE NEGRO 150 GRS. DE LA VIUDA","DELAVIUDA","","","DELAVIUDA ALIMENTACION. S.A.U.","MMPP/DELAVIUDA ALIMENTACION. S.A.U.","Andrea Hormazabal","IMPORTADO","True","","","","","","True","Completado"
"__export__.x_productos_60786_3613b37f","20060451","P2021,P2022,P2023","2021,2022,2023","BOMBONES DE CHOCOLATE LECHE 150 GRS.","DELAVIUDA","","","DELAVIUDA ALIMENTACION. S.A.U.","MMPP/DELAVIUDA ALIMENTACION. S.A.U.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60802_23a04a4c","20099192","P2021,P2022,P2023","2021,2022,2023","LECHE TOTTUS ENTERA 1LT","TOTTUS","","","SURLAT COMERCIAL S.A.","MMPP/SURLAT COMERCIAL S.A.","Sebastian Luttecke","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60803_7f045945","20099199","P2021,P2022,P2023","2021,2022,2023","LECHE TOTTUS SEMIDESCREMADA 1LT","TOTTUS","","","SURLAT COMERCIAL S.A.","MMPP/SURLAT COMERCIAL S.A.","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60804_12d1e8cd","20099200","P2021,P2022,P2023","2021,2022,2023","LECHE TOTTUS DESCREMADA 1LT","TOTTUS","","","SURLAT COMERCIAL S.A.","MMPP/SURLAT COMERCIAL S.A.","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60813_e174bf5a","20100260","P2021,P2022,P2023","2021,2022,2023","HARINA TOTTUS S/P 1 KG","TOTTUS","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60814_a06e83fa","20100261","P2021,P2022,P2023","2021,2022,2023","HARINA TOTTUS C/P 1 KG","TOTTUS","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60815_7593b2d2","20100262","P2021,P2022,P2023","2021,2022,2023","HARINA TOTTUS S/P 3 KG","TOTTUS","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60816_f3fffd39","20100263","P2021,P2022,P2023","2021,2022,2023","HARINA TOTTUS S/P 5 KG","TOTTUS","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60826_21c46a77","20103323","P2021,P2022,P2023","2021,2022,2023","CHORITOS EN AGUA TOTTUS 425 GRS.","TOTTUS","","","PESQUERA TRANS ANTARTIC LTDA.","MMPP/PESQUERA TRANS ANTARTIC LTDA.","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60835_1873682f","20109158","P2021,P2022,P2023","2021,2022,2023","ACEITE DE OLIVA EXTRA VIRGEN TOTTUS 500 ML","TOTTUS","","","AGRICOLA MONTE OLIVO S.A","MMPP/AGRICOLA MONTE OLIVO S.A","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60836_ff1e37da","20109159","P2021,P2022,P2023","2021,2022,2023","ACEITE DE OLIVA EXTRA VIRGEN TOTTUS 1000 ML","TOTTUS","","","AGRICOLA MONTE OLIVO S.A","MMPP/AGRICOLA MONTE OLIVO S.A","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60848_bfa9b9a7","20113550","P2021,P2022,P2023","2021,2022,2023","PURE DE PAPAS 250 GRS. TOTTUS","TOTTUS","","","INDUSTRIA DE PRODUCTOS ALIMENTICIOS S.A.","MMPP/INDUSTRIA DE PRODUCTOS ALIMENTICIOS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60855_caea7e4d","20118587","P2021,P2022,P2023","2021,2022,2023","CLORO PRECIO UNO 1000 GRS..","PRECIO UNO","","","CLORO VAL S.A.","MMPP/CLORO VAL S.A.","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60856_481cadcc","20118589","P2021,P2022,P2023","2021,2022,2023","CLORO PRECIO UNO 2000 GRS..","PRECIO UNO","","","CLORO VAL S.A.","MMPP/CLORO VAL S.A.","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60857_82a35a61","20118590","P2021,P2022,P2023","2021,2022,2023","LAVALOZAS  2000 CC. PRECIO UNO.","PRECIO UNO","","","CLORO VAL S.A.","MMPP/CLORO VAL S.A.","Sergio Gonzalez","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60863_465cbd08","20119147","P2021,P2022,P2023","2021,2022,2023","AZUCAR GRANULADA 5 KG. TOTTUS","TOTTUS","","","SUCDEN CHILE SPA","MMPP/IANSA ALIMENTOS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60869_0b63c753","20124705","P2021,P2022,P2023","2021,2022,2023","LAVALOZAS 1000 CC PRECIO UNO.","PRECIO UNO","","","CLORO VAL S.A.","MMPP/CLORO VAL S.A.","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60870_df41021c","20125549","P2021,P2022,P2023","2021,2022,2023","BOLSA B. ROLLO 50X70 TOTTUS FP.","TOTTUS","","","REDFIELD GROUP CO. LTD.","MMPP/REDFIELD GROUP CO. LTD.","Sergio Gonzalez","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60871_a2a54786","20125550","P2021,P2022,P2023","2021,2022,2023","BOLSA B. ROLLO 70X90 TOTTUS FP.","TOTTUS","","","REDFIELD GROUP CO. LTD.","MMPP/REDFIELD GROUP CO. LTD.","Sergio Gonzalez","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60872_810fd8ca","20125551","P2021,P2022,P2023","2021,2022,2023","BOLSA B. ROLLO 80X110 TOTTUS.","TOTTUS","","","REDFIELD GROUP CO. LTD.","MMPP/REDFIELD GROUP CO. LTD.","Sergio Gonzalez","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60873_a677c64b","20127425","P2021,P2022,P2023","2021,2022,2023","HARINA PRECIO UNO S/P 1 KG","PRECIO UNO","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60874_91ea8042","20127426","P2021,P2022,P2023","2021,2022,2023","HARINA PRECIO UNO C/P 1 KG","PRECIO UNO","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60877_b8db9092","20130613","P2021,P2022,P2023","2021,2022,2023","SPAGUETTI PRECIO UNO 400 GRS..","PRECIO UNO","","","MOLINOS RIO DE LA PLATA S.A.","MMPP/COMPAÑIA MOLINERA DEL CENTRO S.A.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60878_83c69ccf","20130614","P2021,P2022,P2023","2021,2022,2023","TALLARIN PRECIO UNO 400 GRS..","PRECIO UNO","","","MOLINOS RIO DE LA PLATA S.A.","MMPP/COMPAÑIA MOLINERA DEL CENTRO S.A.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60879_7c3ad9d8","20130615","P2021,P2022,P2023","2021,2022,2023","ESPIRALES PRECIO UNO 400 GRS..","PRECIO UNO","","","MOLINOS RIO DE LA PLATA S.A.","MMPP/COMPAÑIA MOLINERA DEL CENTRO S.A.","Andrea Hormazabal","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60881_3d68c86a","20133572","P2021,P2022,P2023","2021,2022,2023","ACEITE VEGETAL 900 CC PRECIO UNO","PRECIO UNO","","","BUNGE ARGENTINA S.A.","MMPP/PROSUD S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60883_dd17f1cd","20134473","P2021,P2022,P2023","2021,2022,2023","MANTEQUILLA PAN C/S 250 GRS. TOTTUS.","TOTTUS","","","SURLAT COMERCIAL S.A.","MMPP/SURLAT COMERCIAL S.A.","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60889_cdf6d252","20135745","P2021,P2022,P2023","2021,2022,2023","SALSA DE TOMATE DOY PACK 200 G. TOTTUS.","TOTTUS","","","ACONCAGUA FOODS S.A.","MMPP/ACONCAGUA FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60903_ebaa5cfc","20143271","P2021,P2022,P2023","2021,2022,2023","FILETE DE REINETA S/P 500 GRS TOTTUS.","TOTTUS","","","CENTRO LOGISTICO PESQUERO STGO S.A.","MMPP/CENTRO LOGISTICO PESQUERO STGO S.A.","Sebastian Luttecke","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60909_656fd405","20149476","P2021,P2022,P2023","2021,2022,2023","HAMBURGUESA DE VACUNO 55 GRS PRECIO UNO.","PRECIO UNO","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60911_092744ad","20150191","P2021,P2022,P2023","2021,2022,2023","ALIMENTO ADULTO PERRO 10KGS PRECIO UNO.","PRECIO UNO","","","EXTRUDER S.A.","MMPP/EXTRUDER S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60917_e55d0bd7","20155051","P2021,P2022,P2023","2021,2022,2023","CHURRASCO VACUNO 90 GRS. PRECIO UNO","PRECIO UNO","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60918_c63bc255","20155054","P2021,P2022,P2023","2021,2022,2023","HARINA S/POLVO 3 KG PRECIO UNO","PRECIO UNO","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60919_21e6bf93","20155055","P2021,P2022,P2023","2021,2022,2023","HARINA S/P 5 KG  PRECIO UNO","PRECIO UNO","","","MOLINO LINDEROS S.A.","MMPP/MOLINO LINDEROS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60920_9bc64049","20155331","P2021,P2022,P2023","2021,2022,2023","KETCHUP DOY PACK 1 KG  TOTTUS","TOTTUS","","","ACONCAGUA FOODS S.A.","MMPP/ACONCAGUA FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60921_81726836","20155332","P2021,P2022,P2023","2021,2022,2023","KETCHUP DOY PACK 500 GRS. TOTTUS","TOTTUS","","","ACONCAGUA FOODS S.A.","MMPP/ACONCAGUA FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60922_15c2a4b6","20155535","P2021,P2022,P2023","2021,2022,2023","TRAPERO SIMPLE 50 X 50 CMS CON OJAL TOTTUS.","TOTTUS","","","COMERCIALIZADORA GO AND TOUCH","MMPP/COMERCIALIZADORA GO AND TOUCH","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60923_cacffc19","20155536","P2021,P2022,P2023","2021,2022,2023","TRAPERO SIMPLE 50 X 70 CMS TOTTUS.","TOTTUS","","","COMERCIALIZADORA GO AND TOUCH","MMPP/COMERCIALIZADORA GO AND TOUCH","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60924_796fe756","20155537","P2021,P2022,P2023","2021,2022,2023","TRAPERO DOBLE 50 X 50 CON OJAL TOTTUS.","TOTTUS","","","COMERCIALIZADORA GO AND TOUCH","MMPP/COMERCIALIZADORA GO AND TOUCH","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60925_d2dcd53d","20155538","P2021,P2022,P2023","2021,2022,2023","TRAPERO ECONOMICO 50 X 40 CMS PRECIO UNO.","PRECIO UNO","","","COMERCIALIZADORA GO AND TOUCH","MMPP/COMERCIALIZADORA GO AND TOUCH","Sergio Gonzalez","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60926_0057e6bc","20155539","P2021,P2022,P2023","2021,2022,2023","REPUESTO PARA MOPA ALGODON TOTTUS.","TOTTUS","","","COMERCIALIZADORA GO AND TOUCH","MMPP/COMERCIALIZADORA GO AND TOUCH","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60927_7aae3f2c","20155541","P2021,P2022,P2023","2021,2022,2023","MOPA ALGODON CON MANGO TOTTUS.","TOTTUS","","","COMERCIALIZADORA GO AND TOUCH","MMPP/COMERCIALIZADORA GO AND TOUCH","Sergio Gonzalez","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60928_4faf3d13","20156011","P2021,P2022,P2023","2021,2022,2023","CHURRASCO VACUNO 120 GRS TOTTUS.","TOTTUS","","","FRIGORIFICO KARMAC SPA","MMPP/FRIGORIFICO KARMAC SPA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60929_8e4036da","20156215","P2021,P2022,P2023","2021,2022,2023","ENDULZANTE LIQUIDO SUCRALOSA 270 ML TOTTUS","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60930_d365c5c3","20156216","P2021,P2022,P2023","2021,2022,2023","ENDULZANTE LIQUIDO SACARINA 270 ML TOTTUS","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60931_1ce3e323","20156217","P2021,P2022,P2023","2021,2022,2023","ENDULZANTE LIQUIDO SACARINA 400 ML TOTTUS","TOTTUS","","","DAILY FOODS S.A.","MMPP/DAILY FOODS S.A.","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60932_2575a8bf","20156777","P2021,P2022,P2023","2021,2022,2023","COPOS BLANCOS PRECIO UNO","PRECIO UNO","","","PARKROSE GROUP, S.L.","MMPP/PARKROSE GROUP, S.L.","Sergio Gonzalez","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_60935_d7b77276","20159744","P2021,P2022,P2023","2021,2022,2023","DULCE DE MEMBRILLO 250 GRS","TOTTUS","","","ECKART ALIMENTOS LIMITADA","MMPP/ECKART ALIMENTOS LIMITADA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60936_e1518120","20159745","P2021,P2022,P2023","2021,2022,2023","DULCE DE MEMBRILLO 500 GRS","TOTTUS","","","ECKART ALIMENTOS LIMITADA","MMPP/ECKART ALIMENTOS LIMITADA","Andrea Hormazabal","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_60937_32e06d75","20159747","P2021,P2022,P2023","2021,2022,2023","MANJAR  BOLSA 1 KG.","TOTTUS","","","ECKART ALIMENTOS LIMITADA","MMPP/ECKART ALIMENTOS LIMITADA","Sebastian Luttecke","NACIONAL","True","","","","","","True","Completado"
"__export__.x_productos_60938_1df7d647","20159748","P2021,P2022,P2023","2021,2022,2023","MANJAR  POTE 400 GRS.","TOTTUS","","","ECKART ALIMENTOS LIMITADA","MMPP/ECKART ALIMENTOS LIMITADA","Sebastian Luttecke","NACIONAL","True","","","","","","","Completado"
